"DEMFAM001","CO00SCR001","OPERACIÓN",0,"FLAG","co.com.experian.omnia.motorcrts.core.funciones.Flag"
"ENDFAM002","CO01END023HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END023HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END023IN","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END023IN","ESTADO",2,"*","*"
"ENDFAM002","CO01END023IN","VENTANA",3,"EN LOS ULTIMOS 9 MESES","<=9"
"ENDFAM002","CO01END023IN","SALDO",4,"*","*"
"ENDFAM002","CO01END023IN","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END023IN","CUOTA",6,"*","*"
"ENDFAM002","CO01END023IN","CUPO",7,"*","*"
"ENDFAM002","CO01END023IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM002","CO01END023IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END023IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END023OT","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END023OT","ESTADO",2,"*","*"
"ENDFAM002","CO01END023OT","VENTANA",3,"EN LOS ULTIMOS 9 MESES","<=9"
"ENDFAM002","CO01END023OT","SALDO",4,"*","*"
"ENDFAM002","CO01END023OT","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END023OT","CUOTA",6,"*","*"
"ENDFAM002","CO01END023OT","CUPO",7,"*","*"
"ENDFAM002","CO01END023OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM002","CO01END023OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END023OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END023RO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END023RO","ESTADO",2,"*","*"
"ENDFAM002","CO01END023RO","VENTANA",3,"EN LOS ULTIMOS 9 MESES","<=9"
"ENDFAM002","CO01END023RO","SALDO",4,"*","*"
"ENDFAM002","CO01END023RO","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END023RO","CUOTA",6,"*","*"
"ENDFAM002","CO01END023RO","CUPO",7,"*","*"
"ENDFAM002","CO01END023RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM002","CO01END023RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END023RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END023VE","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END023VE","ESTADO",2,"*","*"
"ENDFAM002","CO01END023VE","VENTANA",3,"EN LOS ULTIMOS 9 MESES","<=9"
"ENDFAM002","CO01END023VE","SALDO",4,"*","*"
"ENDFAM002","CO01END023VE","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END023VE","CUOTA",6,"*","*"
"ENDFAM002","CO01END023VE","CUPO",7,"*","*"
"ENDFAM002","CO01END023VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"ENDFAM002","CO01END023VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END023VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END028CC","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END028CC","ESTADO",2,"*","*"
"ENDFAM002","CO01END028CC","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM002","CO01END028CC","SALDO",4,"*","*"
"ENDFAM002","CO01END028CC","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END028CC","CUOTA",6,"*","*"
"ENDFAM002","CO01END028CC","CUPO",7,"*","*"
"ENDFAM002","CO01END028CC","PORTAFOLIO",8,"CARTERA COMUNICACIONES (CC)","CC"
"ENDFAM002","CO01END028CC","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END028CC","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END028CO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END028CO","ESTADO",2,"*","*"
"ENDFAM002","CO01END028CO","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM002","CO01END028CO","SALDO",4,"*","*"
"ENDFAM002","CO01END028CO","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END028CO","CUOTA",6,"*","*"
"ENDFAM002","CO01END028CO","CUPO",7,"*","*"
"ENDFAM002","CO01END028CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"ENDFAM002","CO01END028CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END028CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END028HP","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END028HP","ESTADO",2,"*","*"
"ENDFAM002","CO01END028HP","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM002","CO01END028HP","SALDO",4,"*","*"
"ENDFAM002","CO01END028HP","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END028HP","CUOTA",6,"*","*"
"ENDFAM002","CO01END028HP","CUPO",7,"*","*"
"ENDFAM002","CO01END028HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"ENDFAM002","CO01END028HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END028HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END028IN","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END028IN","ESTADO",2,"*","*"
"ENDFAM002","CO01END028IN","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM002","CO01END028IN","SALDO",4,"*","*"
"ENDFAM002","CO01END028IN","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END028IN","CUOTA",6,"*","*"
"ENDFAM002","CO01END028IN","CUPO",7,"*","*"
"ENDFAM002","CO01END028IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM002","CO01END028IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END028IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END028OT","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END028OT","ESTADO",2,"*","*"
"ENDFAM002","CO01END028OT","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM002","CO01END028OT","SALDO",4,"*","*"
"ENDFAM002","CO01END028OT","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END028OT","CUOTA",6,"*","*"
"ENDFAM002","CO01END028OT","CUPO",7,"*","*"
"ENDFAM002","CO01END028OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM002","CO01END028OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END028OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END028RO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END028RO","ESTADO",2,"*","*"
"ENDFAM002","CO01END028RO","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM002","CO01END028RO","SALDO",4,"*","*"
"ENDFAM002","CO01END028RO","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END028RO","CUOTA",6,"*","*"
"ENDFAM002","CO01END028RO","CUPO",7,"*","*"
"ENDFAM002","CO01END028RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM002","CO01END028RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END028RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END028VE","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END028VE","ESTADO",2,"*","*"
"ENDFAM002","CO01END028VE","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM002","CO01END028VE","SALDO",4,"*","*"
"ENDFAM002","CO01END028VE","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END028VE","CUOTA",6,"*","*"
"ENDFAM002","CO01END028VE","CUPO",7,"*","*"
"ENDFAM002","CO01END028VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"ENDFAM002","CO01END028VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END028VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END035CC","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END035CC","ESTADO",2,"*","*"
"ENDFAM002","CO01END035CC","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END035CC","SALDO",4,"*","*"
"ENDFAM002","CO01END035CC","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END035CC","CUOTA",6,"*","*"
"ENDFAM002","CO01END035CC","CUPO",7,"*","*"
"ENDFAM002","CO01END035CC","PORTAFOLIO",8,"CARTERA COMUNICACIONES (CC)","CC"
"ENDFAM002","CO01END035CC","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END035CC","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END035CO","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END035CO","ESTADO",2,"*","*"
"ENDFAM002","CO01END035CO","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END035CO","SALDO",4,"*","*"
"ENDFAM002","CO01END035CO","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END035CO","CUOTA",6,"*","*"
"ENDFAM002","CO01END035CO","CUPO",7,"*","*"
"ENDFAM002","CO01END035CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"ENDFAM002","CO01END035CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END035CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END035HP","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END035HP","ESTADO",2,"*","*"
"ENDFAM002","CO01END035HP","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END035HP","SALDO",4,"*","*"
"ENDFAM002","CO01END035HP","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END035HP","CUOTA",6,"*","*"
"ENDFAM002","CO01END035HP","CUPO",7,"*","*"
"ENDFAM002","CO01END035HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"ENDFAM002","CO01END035HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END035HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END035IN","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END035IN","ESTADO",2,"*","*"
"ENDFAM002","CO01END035IN","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END035IN","SALDO",4,"*","*"
"ENDFAM002","CO01END035IN","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END035IN","CUOTA",6,"*","*"
"ENDFAM002","CO01END035IN","CUPO",7,"*","*"
"ENDFAM002","CO01END035IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM002","CO01END035IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END035IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END035OT","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END035OT","ESTADO",2,"*","*"
"ENDFAM002","CO01END035OT","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END035OT","SALDO",4,"*","*"
"ENDFAM002","CO01END035OT","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END035OT","CUOTA",6,"*","*"
"ENDFAM002","CO01END035OT","CUPO",7,"*","*"
"ENDFAM002","CO01END035OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM002","CO01END035OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END035OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END035RO","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END035RO","ESTADO",2,"*","*"
"ENDFAM002","CO01END035RO","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END035RO","SALDO",4,"*","*"
"ENDFAM002","CO01END035RO","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END035RO","CUOTA",6,"*","*"
"ENDFAM002","CO01END035RO","CUPO",7,"*","*"
"ENDFAM002","CO01END035RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM002","CO01END035RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END035RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END035VE","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END035VE","ESTADO",2,"*","*"
"ENDFAM002","CO01END035VE","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END035VE","SALDO",4,"*","*"
"ENDFAM002","CO01END035VE","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END035VE","CUOTA",6,"*","*"
"ENDFAM002","CO01END035VE","CUPO",7,"*","*"
"ENDFAM002","CO01END035VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"ENDFAM002","CO01END035VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END035VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END036CC","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END036CC","ESTADO",2,"*","*"
"ENDFAM002","CO01END036CC","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END036CC","SALDO",4,"*","*"
"ENDFAM002","CO01END036CC","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END036CC","CUOTA",6,"*","*"
"ENDFAM002","CO01END036CC","CUPO",7,"*","*"
"ENDFAM002","CO01END036CC","PORTAFOLIO",8,"CARTERA COMUNICACIONES (CC)","CC"
"ENDFAM002","CO01END036CC","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END036CC","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END036CO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END036CO","ESTADO",2,"*","*"
"ENDFAM002","CO01END036CO","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END036CO","SALDO",4,"*","*"
"ENDFAM002","CO01END036CO","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END036CO","CUOTA",6,"*","*"
"ENDFAM002","CO01END036CO","CUPO",7,"*","*"
"ENDFAM002","CO01END036CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"ENDFAM002","CO01END036CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END036CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END036HP","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END036HP","ESTADO",2,"*","*"
"ENDFAM002","CO01END036HP","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END036HP","SALDO",4,"*","*"
"ENDFAM002","CO01END036HP","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END036HP","CUOTA",6,"*","*"
"ENDFAM002","CO01END036HP","CUPO",7,"*","*"
"ENDFAM002","CO01END036HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"ENDFAM002","CO01END036HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END036HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END036IN","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END036IN","ESTADO",2,"*","*"
"ENDFAM002","CO01END036IN","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END036IN","SALDO",4,"*","*"
"ENDFAM002","CO01END036IN","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END036IN","CUOTA",6,"*","*"
"ENDFAM002","CO01END036IN","CUPO",7,"*","*"
"ENDFAM002","CO01END036IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM002","CO01END036IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END036IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END036OT","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END036OT","ESTADO",2,"*","*"
"ENDFAM002","CO01END036OT","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END036OT","SALDO",4,"*","*"
"ENDFAM002","CO01END036OT","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END036OT","CUOTA",6,"*","*"
"ENDFAM002","CO01END036OT","CUPO",7,"*","*"
"ENDFAM002","CO01END036OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM002","CO01END036OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END036OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END036RO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END036RO","ESTADO",2,"*","*"
"ENDFAM002","CO01END036RO","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END036RO","SALDO",4,"*","*"
"ENDFAM002","CO01END036RO","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END036RO","CUOTA",6,"*","*"
"ENDFAM002","CO01END036RO","CUPO",7,"*","*"
"ENDFAM002","CO01END036RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM002","CO01END036RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END036RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END036TC_NSCR","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END036TC_NSCR","ESTADO",2,"*","*"
"ENDFAM002","CO01END036TC_NSCR","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END036TC_NSCR","SALDO",4,"*","*"
"ENDFAM002","CO01END036TC_NSCR","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END036TC_NSCR","CUOTA",6,"*","*"
"ENDFAM002","CO01END036TC_NSCR","CUPO",7,"*","*"
"ENDFAM002","CO01END036TC_NSCR","PORTAFOLIO",8,"TARJETAS DE CREDITO","TC_NSCR"
"ENDFAM002","CO01END036TC_NSCR","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END036TC_NSCR","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END036VE","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END036VE","ESTADO",2,"*","*"
"ENDFAM002","CO01END036VE","VENTANA",3,"HACE 3 MESES","=3"
"ENDFAM002","CO01END036VE","SALDO",4,"*","*"
"ENDFAM002","CO01END036VE","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END036VE","CUOTA",6,"*","*"
"ENDFAM002","CO01END036VE","CUPO",7,"*","*"
"ENDFAM002","CO01END036VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"ENDFAM002","CO01END036VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END036VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END045CC","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END045CC","ESTADO",2,"*","*"
"ENDFAM002","CO01END045CC","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM002","CO01END045CC","SALDO",4,"*","*"
"ENDFAM002","CO01END045CC","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END045CC","CUOTA",6,"*","*"
"ENDFAM002","CO01END045CC","CUPO",7,"*","*"
"ENDFAM002","CO01END045CC","PORTAFOLIO",8,"CARTERA COMUNICACIONES (CC)","CC"
"ENDFAM002","CO01END045CC","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END045CC","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END045CO","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END045CO","ESTADO",2,"*","*"
"ENDFAM002","CO01END045CO","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM002","CO01END045CO","SALDO",4,"*","*"
"ENDFAM002","CO01END045CO","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END045CO","CUOTA",6,"*","*"
"ENDFAM002","CO01END045CO","CUPO",7,"*","*"
"ENDFAM002","CO01END045CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"ENDFAM002","CO01END045CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END045CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END045HP","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END045HP","ESTADO",2,"*","*"
"ENDFAM002","CO01END045HP","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM002","CO01END045HP","SALDO",4,"*","*"
"ENDFAM002","CO01END045HP","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END045HP","CUOTA",6,"*","*"
"ENDFAM002","CO01END045HP","CUPO",7,"*","*"
"ENDFAM002","CO01END045HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"ENDFAM002","CO01END045HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END045HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END045IN","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END045IN","ESTADO",2,"*","*"
"ENDFAM002","CO01END045IN","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM002","CO01END045IN","SALDO",4,"*","*"
"ENDFAM002","CO01END045IN","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END045IN","CUOTA",6,"*","*"
"ENDFAM002","CO01END045IN","CUPO",7,"*","*"
"ENDFAM002","CO01END045IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM002","CO01END045IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END045IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END045OT","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END045OT","ESTADO",2,"*","*"
"ENDFAM002","CO01END045OT","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM002","CO01END045OT","SALDO",4,"*","*"
"ENDFAM002","CO01END045OT","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END045OT","CUOTA",6,"*","*"
"ENDFAM002","CO01END045OT","CUPO",7,"*","*"
"ENDFAM002","CO01END045OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM002","CO01END045OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END045OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END045RO","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END045RO","ESTADO",2,"*","*"
"ENDFAM002","CO01END045RO","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM002","CO01END045RO","SALDO",4,"*","*"
"ENDFAM002","CO01END045RO","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END045RO","CUOTA",6,"*","*"
"ENDFAM002","CO01END045RO","CUPO",7,"*","*"
"ENDFAM002","CO01END045RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM002","CO01END045RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END045RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END045VE","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM002","CO01END045VE","ESTADO",2,"*","*"
"ENDFAM002","CO01END045VE","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM002","CO01END045VE","SALDO",4,"*","*"
"ENDFAM002","CO01END045VE","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END045VE","CUOTA",6,"*","*"
"ENDFAM002","CO01END045VE","CUPO",7,"*","*"
"ENDFAM002","CO01END045VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"ENDFAM002","CO01END045VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END045VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END046CC","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END046CC","ESTADO",2,"*","*"
"ENDFAM002","CO01END046CC","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM002","CO01END046CC","SALDO",4,"*","*"
"ENDFAM002","CO01END046CC","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END046CC","CUOTA",6,"*","*"
"ENDFAM002","CO01END046CC","CUPO",7,"*","*"
"ENDFAM002","CO01END046CC","PORTAFOLIO",8,"CARTERA COMUNICACIONES (CC)","CC"
"ENDFAM002","CO01END046CC","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM002","CO01END046CC","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM002","CO01END046CO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM002","CO01END046CO","ESTADO",2,"*","*"
"ENDFAM002","CO01END046CO","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM002","CO01END046CO","SALDO",4,"*","*"
"ENDFAM002","CO01END046CO","SALDO MORA",5,"*","*"
"ENDFAM002","CO01END046CO","CUOTA",6,"*","*"
"ENDFAM002","CO01END046CO","CUPO",7,"*","*"
